"Risk","Table","File","Line","Snippet","Note"
"OK","journal_vouchers","admin/api/journal/manage.php","566","'SELECT jv.id FROM journal_vouchers jv WHERE ' . $etFragJv","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","576","'SELECT jv.id FROM journal_vouchers jv WHERE ' . $etFragJv","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","588","$cSt = $pdo->prepare('SELECT COUNT(*) FROM journal_vouchers WHERE ' . $etFrag);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","595","$q = $pdo->prepare('SELECT COALESCE(MIN(id), 0) FROM journal_vouchers WHERE ' . $etFrag);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","599","$q = $pdo->prepare('SELECT COALESCE(MAX(id), 0) FROM journal_vouchers WHERE ' . $etFrag);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","604","$q = $pdo->prepare('SELECT COALESCE(MAX(id), 0) FROM journal_vouchers WHERE ' . $etFrag);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","608","$q = $pdo->prepare('SELECT id FROM journal_vouchers WHERE ' . $etFrag . ' AND id < ? ORDER BY i...","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","615","$q = $pdo->prepare('SELECT COALESCE(MIN(id), 0) FROM journal_vouchers WHERE ' . $etFrag);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","619","$q = $pdo->prepare('SELECT id FROM journal_vouchers WHERE ' . $etFrag . ' AND id > ? ORDER BY i...","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","733","FROM journal_vouchers jv","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","766","$stmt = $pdo->prepare('SELECT * FROM journal_vouchers WHERE id = ? LIMIT 1');","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/journal/manage.php","850","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([$id]);","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/opening_balances/delete.php","36","$ex = $pdo->prepare('SELECT id FROM journal_vouchers WHERE fiscal_year_id = ? AND entry_type = ...","FY from orange_fiscal_require_open_for_posting(ctxCountryId)"
"OK","journal_vouchers","admin/api/opening_balances/delete.php","40","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([(int) $oldId]);","Load voucher lines by PK after FY-scoped find"
"OK","journal_vouchers","admin/api/opening_balances/save.php","76","$ex = $pdo->prepare('SELECT id FROM journal_vouchers WHERE fiscal_year_id = ? AND entry_type = ...","FY from orange_fiscal_require_open_for_posting(ctxCountryId)"
"OK","journal_vouchers","admin/api/opening_balances/save.php","79","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([(int)$oldId]);","Load voucher lines by PK after FY-scoped find"
"OK","journal_vouchers","admin/api/partners/customer-receipt-list.php","21","""SELECT jv.id FROM journal_vouchers jv WHERE jv.entry_type = 'customer_receipt'""","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/partners/customer-receipt-search.php","53","FROM journal_vouchers v","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/partners/supplier-payment-delete.php","24","""SELECT id FROM journal_vouchers WHERE id = ? AND entry_type = 'supplier_payment' LIMIT 1""","Single-row lookup by primary key"
"OK","journal_vouchers","admin/api/partners/supplier-payment-delete.php","39","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([$voucherId]);","Single-row lookup by primary key"
"OK","journal_vouchers","admin/api/partners/supplier-payment-list.php","21","""SELECT jv.id FROM journal_vouchers jv WHERE jv.entry_type = 'supplier_payment'""","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/api/partners/supplier-payment-load.php","23","'SELECT id, voucher_date, reference, description, entry_type FROM journal_vouchers WHERE id = ?...","Single-row lookup by primary key"
"OK","journal_vouchers","admin/api/partners/supplier-payment-search.php","53","FROM journal_vouchers v","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","admin/api/settings/gl-accounts.php","28","'SELECT id, name, code FROM accounts WHERE 1=1' . $acctFilter['sql']","List scoped via orange_accounts_sql_country_filter"
"LOW","accounts","admin/api/settings/gl-accounts.php","35","'SELECT id, name, code FROM accounts ORDER BY COALESCE(code, \'\') ASC, name ASC'","Legacy branch when no country_id column — pre-v52 only"
"OK","accounts","admin/api/settings/gl-accounts.php","135","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');","Validate account on save"
"OK","accounts","admin/api/settings/gl-accounts.php","149","$chkHasChildren = $pdo->prepare('SELECT 1 FROM accounts WHERE parent_id = ? LIMIT 1');","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/api/suppliers/print-card.php","47","$accSt = $pdo->prepare('SELECT code, name FROM accounts WHERE id = ? LIMIT 1');","Single-row lookup by primary key"
"OK","accounts","admin/pages/accounting_reports_index.php","22","$acctIdxSql = ""SELECT COUNT(*) FROM accounts a WHERE $acctIdxLw"";","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/financial_report.php","35","$acctSql = 'SELECT id, name, code FROM accounts WHERE 1=1';","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","admin/pages/financial_report.php","61","$frCountSql = ""SELECT COUNT(*) FROM accounts a WHERE $frPostingLeafWhere"";","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/pages/financial_report.php","95","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","admin/pages/fiscal_years.php","34","$st = $pdoConn->prepare('SELECT code, name FROM accounts WHERE id = ? LIMIT 1');","Single-row lookup by primary key"
"OK","accounts","admin/pages/gl_account_settings.php","37","'SELECT a.id, a.name, a.code FROM accounts a WHERE 1=1',","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/gl_posting.php","23","$glCountSql = ""SELECT COUNT(*) FROM accounts a WHERE $glPlw"";","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","journal_vouchers","admin/pages/journal_voucher_reports.php","42","$sqlDist = 'SELECT DISTINCT jv.entry_type FROM journal_vouchers jv WHERE 1=1' . $jvCountryBindD...","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","admin/pages/journal_voucher_reports.php","77","'SELECT ' . $accCols . ' FROM accounts a WHERE 1=1 ORDER BY COALESCE(a.code, \'\'), a.name',","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","admin/pages/journal_voucher_reports.php","86","$sql = 'SELECT * FROM journal_vouchers jv","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","admin/pages/journal_voucher_screen.php","27","$stCash = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","Single-row lookup by primary key"
"OK","journal_vouchers","admin/pages/opening_balances.php","113","'SELECT id FROM journal_vouchers WHERE fiscal_year_id = ? AND entry_type = ? ORDER BY id DESC L...","FY from orange_fiscal_require_open_for_posting(ctxCountryId)"
"OK","journal_vouchers","admin/pages/opening_balances.php","119","'SELECT voucher_date, reference, description, document_entered_at, created_at FROM journal_vouc...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/opening_balances.php","140","INNER JOIN accounts a ON a.id = jl.account_id","Display join on known voucher_id"
"OK","accounts","admin/pages/partner_account_statement.php","93","$pasAcctSql = ""SELECT a.id, a.name, a.code FROM accounts a WHERE $leafWhere"";","Account list uses orange_accounts_sql_country_filter / fetch"
"LOW","journal_vouchers","admin/pages/partner_account_statement.php","218","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"LOW","journal_vouchers","admin/pages/partner_account_statement.php","233","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"LOW","journal_vouchers","admin/pages/partner_account_statement.php","264","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"LOW","journal_vouchers","admin/pages/partner_account_statement.php","279","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"OK","accounts","admin/pages/partner_party_voucher_ui.php","39","$stCash = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/partner_party_voucher_ui.php","55","$st = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/partner_party_voucher_ui.php","84","$st = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/partner_party_voucher_ui.php","110","$chSt = $pdo->prepare(""SELECT id FROM accounts WHERE parent_id IN ($ph) AND id NOT IN ($ph)"");","Validate leaf accounts in mapped set"
"OK","accounts","admin/pages/partner_party_voucher_ui.php","175","$ppvCountSql = ""SELECT COUNT(*) FROM accounts a WHERE $ppvLw"";","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/partner_reports.php","27","$prPostingLeafCt = (int) $pdo->query(""SELECT COUNT(*) FROM accounts a WHERE $prLeafWhere"")->fet...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/partner_supplier_payment.php","29","$stCash = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/partner_supplier_payment.php","51","$st = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/partner_supplier_payment.php","73","$chSt = $pdo->prepare(""SELECT id FROM accounts WHERE parent_id IN ($ph) AND id NOT IN ($ph)"");","Validate leaf accounts in mapped set"
"OK","accounts","admin/pages/purchases.php","66","$st = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/purchases.php","88","$chSt = $pdo->prepare(""SELECT id FROM accounts WHERE parent_id IN ($ph) AND id NOT IN ($ph)"");","Validate leaf accounts in mapped set"
"OK","accounts","admin/pages/purchases.php","134","$pv2AcctSql = 'SELECT id, code, name FROM accounts WHERE 1=1';","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/purchase_returns.php","76","$st = $pdo->prepare('SELECT id, code, name FROM accounts WHERE id = ? LIMIT 1');","GL mapping lookup by known account id from settings"
"OK","accounts","admin/pages/purchase_returns.php","101","$chSt = $pdo->prepare(""SELECT id FROM accounts WHERE parent_id IN ($ph) AND id NOT IN ($ph)"");","Validate leaf accounts in mapped set"
"OK","accounts","admin/pages/purchase_returns.php","160","foreach (orange_accounts_fetch($pdo, 'SELECT a.id, a.code, a.name FROM accounts a WHERE 1=1 ORD...","GAP-09 scoped preview / account filter"
"OK","accounts","admin/pages/report_gl_account_monthly.php","21","""SELECT a.id, a.name, a.code FROM accounts a WHERE $leafWhere ORDER BY COALESCE(a.code, ''), a....","Scoped account list for report"
"OK","accounts","admin/pages/report_gl_account_monthly.php","42","$stOne = $pdo->prepare('SELECT code, name FROM accounts WHERE id = ? LIMIT 1');","Single account metadata by PK from scoped selection"
"LOW","journal_vouchers","admin/pages/report_gl_account_monthly.php","137","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Report JOIN by account_id from scoped orange_accounts_fetch list"
"LOW","journal_vouchers","admin/pages/report_gl_account_monthly.php","156","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Report JOIN by account_id from scoped orange_accounts_fetch list"
"OK","accounts","admin/pages/report_pl_compare_years.php","20","$accounts = orange_accounts_fetch($pdo, 'SELECT a.id FROM accounts a WHERE 1=1 ORDER BY COALESC...","Scoped account list for report"
"OK","accounts","admin/pages/report_pl_monthly.php","133","""SELECT a.id, a.name, a.code FROM accounts a WHERE $leafWhere ORDER BY COALESCE(a.code, ''), a....","Scoped account list for report"
"LOW","journal_vouchers","admin/pages/report_pl_monthly.php","211","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Report JOIN by account_id from scoped orange_accounts_fetch list"
"OK","accounts","admin/pages/report_trial_balance.php","96","$tbAcctSql = ""SELECT a.id, a.name, a.code FROM accounts a WHERE $leafWhere"";","Scoped account list for report"
"OK","accounts","admin/pages/suppliers.php","34","'SELECT id FROM accounts WHERE parent_id IN (' . $apPh . ') AND id NOT IN (' . $apPh . ')'","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/suppliers.php","49","$acctSql = 'SELECT a.id, a.code, a.name FROM accounts a WHERE a.id IN (' . $apPh . ') AND (' . ...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","admin/pages/suppliers.php","52","$acctSql = 'SELECT a.id, a.code, a.name FROM accounts a WHERE ' . $lw;","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","includes/accounting_report_mapping.php","52","$st = $pdo->prepare('SELECT ' . $cols . ' FROM accounts a' . $join . ' WHERE a.id IN (' . $ph ....","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","includes/account_tree.php","33","$st = $pdo->prepare('SELECT parent_id FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","111","$st = $pdo->prepare('SELECT code FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","141","$st = $pdo->prepare('SELECT code FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","236","$st = $pdo->prepare('SELECT ' . $sel . ' FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","459","$sql = ""SELECT COUNT(*) FROM accounts a WHERE $lw"";","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","includes/account_tree.php","517","$st = $pdo->prepare('SELECT parent_id FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","544","$st = $pdo->prepare('SELECT parent_id FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","592","$parts[] = ""NOT EXISTS (SELECT 1 FROM accounts ch WHERE ch.parent_id = {$alias}.id)"";","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"LOW","accounts","includes/account_tree.php","626","$pq = $pdo->query('SELECT DISTINCT parent_id FROM accounts WHERE COALESCE(parent_id, 0) > 0');","Tree structure helper — parent/child IDs are country-specific rows in practice"
"OK","accounts","includes/account_tree.php","682","$sql = 'SELECT a.id, a.code FROM accounts a WHERE a.id IN (' . $ph . ') AND ' . orange_accounts...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","includes/account_tree.php","709","$sql = 'SELECT a.code FROM accounts a WHERE a.id = ? AND ' . orange_accounts_posting_leaf_where...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"LOW","accounts","includes/account_tree.php","734","$rootSql = ""SELECT code FROM accounts WHERE (parent_id IS NULL OR parent_id = 0)","Tree structure helper — parent/child IDs are country-specific rows in practice"
"OK","accounts","includes/account_tree.php","759","$pst = $pdo->prepare('SELECT code FROM accounts WHERE id = ? LIMIT 1');","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","770","'SELECT code FROM accounts WHERE parent_id = ? AND code IS NOT NULL AND code <> \'\''","Tree node by PK — UI/API validates country on save"
"OK","accounts","includes/account_tree.php","876","$ch = $pdo->prepare('SELECT COUNT(*) FROM accounts WHERE parent_id = ?');","Tree node by PK — UI/API validates country on save"
"LOW","accounts","includes/account_tree.php","935","$sql = 'SELECT ' . $cols . ' FROM accounts WHERE (parent_id IS NULL OR parent_id = 0)';","Tree structure helper — parent/child IDs are country-specific rows in practice"
"LOW","accounts","includes/catalog_schema.php","504","$cnt = (int) $pdo->query('SELECT COUNT(*) FROM accounts')->fetchColumn();","Seed/migration COUNT — runs once at schema bootstrap"
"LOW","accounts","includes/catalog_schema.php","542","$cnt2 = (int) $pdo->query('SELECT COUNT(*) FROM accounts')->fetchColumn();","Seed/migration COUNT — runs once at schema bootstrap"
"OK","accounts","includes/countries.php","669","$st = $pdo->prepare('SELECT country_id FROM accounts WHERE id = ? LIMIT 1');","Single-row lookup by primary key"
"OK","accounts","includes/countries.php","689","$st = $pdo->prepare('SELECT country_id FROM accounts WHERE id = ? LIMIT 1');","Single-row lookup by primary key"
"OK","accounts","includes/countries.php","712","'SELECT id FROM accounts WHERE id IN (' . $ph . ') AND country_id = ?'","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","accounts","includes/country_provision.php","52","$st = $pdo->prepare('SELECT COUNT(*) FROM accounts WHERE country_id = ?');","Explicit WHERE country_id = ? for country copy"
"OK","accounts","includes/country_provision.php","193","$stCnt = $pdo->prepare('SELECT COUNT(*) FROM accounts WHERE country_id = ?');","Explicit WHERE country_id = ? for country copy"
"OK","accounts","includes/country_provision.php","201","$stSrc = $pdo->prepare('SELECT * FROM accounts WHERE country_id = ? ORDER BY id ASC');","Explicit WHERE country_id = ? for country copy"
"OK","journal_vouchers","includes/financial_report_breakdown.php","46","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","includes/financial_report_breakdown.php","90","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","includes/financial_report_breakdown.php","130","FROM journal_vouchers jv","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","includes/financial_report_breakdown.php","174","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","accounts","includes/financial_report_breakdown.php","234","$sql = 'SELECT ' . $cols . ' FROM accounts a' . $join . ' WHERE ' . $lw;","File uses orange_gl_voucher_country_bind or equivalent in same action block"
"OK","journal_vouchers","includes/fiscal_years.php","175","$st = $pdo->prepare('SELECT 1 FROM journal_vouchers WHERE fiscal_year_id = ? LIMIT 1');","Activity check by fiscal_year_id (FY row is per-country)"
"LOW","journal_vouchers","includes/gl_account_aging.php","106","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Aging by account_id — account chosen from scoped list; optional jv.country_id bind"
"LOW","journal_vouchers","includes/gl_account_aging.php","116","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","Aging by account_id — account chosen from scoped list; optional jv.country_id bind"
"OK","journal_vouchers","includes/gl_pending_movements.php","606","$vSt = $pdo->prepare('SELECT * FROM journal_vouchers WHERE id = ? FOR UPDATE');","Post/delete single pending voucher by PK"
"OK","journal_vouchers","includes/gl_pending_movements.php","629","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([$vid]);","Post/delete single pending voucher by PK"
"OK","accounts","includes/gl_pending_movements.php","660","INNER JOIN accounts a ON a.id = jl.account_id","Line display join on voucher_id already scoped"
"OK","accounts","includes/gl_pending_movements.php","702","$st = $pdo->query('SELECT id, COALESCE(code, \'\') AS code, name FROM accounts WHERE id IN (' ....","Batch label lookup for account_ids from already-filtered pending rows"
"OK","accounts","includes/gl_pending_movements.php","798","$chk = $pdo->prepare('SELECT COALESCE(code, \'\') AS code, name FROM accounts WHERE id = ? LIMI...","Single-row lookup by primary key"
"LOW","journal_vouchers","includes/gl_pending_movements.php","841","$st = $pdo->prepare('SELECT 1 FROM journal_vouchers WHERE reference LIKE ? LIMIT 1');","Dedup check by order reference"
"OK","accounts","includes/gl_settings.php","507","$sql = 'SELECT a.id FROM accounts a WHERE a.code = ? AND ' . orange_accounts_posting_leaf_where...","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","journal_vouchers","includes/journal_voucher.php","42","$sql = 'SELECT COALESCE(MAX(jv.id), 0) + 1 FROM journal_vouchers jv WHERE 1=1' . $bind['sql'];","Scoped in same file (country filter / fetch wrapper / PK dup check)"
"OK","journal_vouchers","includes/journal_voucher.php","92","$st = $pdo->prepare('SELECT country_id FROM journal_vouchers WHERE id = ? LIMIT 1');","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"LOW","journal_vouchers","includes/journal_voucher.php","108","$st = $pdo->prepare('SELECT * FROM journal_vouchers WHERE reference = ? ORDER BY id DESC LIMIT ...","Reference key lookup (PUR-/OB-/SR- business unique); consider country guard if refs ever collide"
"OK","journal_vouchers","includes/journal_voucher.php","148","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([(int) $v['id']]);","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"LOW","journal_vouchers","includes/journal_voucher.php","200","'SELECT reference FROM journal_vouchers WHERE reference LIKE ? ORDER BY id ASC'","Reference key lookup (PUR-/OB-/SR- business unique); consider country guard if refs ever collide"
"OK","journal_vouchers","includes/journal_voucher.php","322","'SELECT COALESCE(MAX(voucher_serial), 0) + 1 FROM journal_vouchers WHERE fiscal_year_id = ? AND...","Serial/totals scoped via fiscal_year_id (per-country FY)"
"LOW","journal_vouchers","includes/journal_voucher.php","343","'SELECT COUNT(*) FROM journal_vouchers WHERE voucher_serial <= 0 OR TRIM(COALESCE(journal_seria...","One-time schema backfill at migration — not hot path"
"LOW","journal_vouchers","includes/journal_voucher.php","351",". ' FROM journal_vouchers WHERE voucher_serial <= 0 OR TRIM(COALESCE(journal_serial_bucket,\'\'...","One-time schema backfill at migration — not hot path"
